names,scores,logfoldchanges,pvals,pvals_adj,pct_in,pct_out,cluster,gene_idx
HU11G00300,9.905392,1.2914522,3.9442313457632637e-23,1.523582957865517e-21,0.4168539325842678,0.19849292409483787,10,25788
HU06G02107,9.763846,1.2898898,1.6093373026626138e-22,6.097673509473715e-21,0.41123595505617794,0.1938981804815314,10,22543
HU05G01893,30.356495,7.314578,2.062524187803074e-202,1.9068036116239417e-198,0.8589743589743566,0.05782022855193562,11,1892
HU10G00161,24.15381,5.4549513,6.809112863864623e-129,4.7212686319821334e-125,0.7115384615384597,0.08749786798567348,11,16427
HU08G00475,21.356989,5.432752,3.357655540212316e-101,1.552076273463143e-97,0.6282051282051266,0.05952584001364463,11,23619
HU03G01112,20.709787,4.7662024,2.827019106961433e-95,1.1201053561653621e-91,0.6282051282051266,0.0941497526863389,11,10881
HU10G00163,20.540264,6.523712,9.405095113892053e-94,3.2606289122974514e-90,0.5854700854700841,0.02541361077946435,11,16429
HU10G01522,19.627981,4.4924793,8.918934008696664e-86,2.4736663473120195e-82,0.6111111111111096,0.10097219853317524,11,17788
HU06G00392,19.321678,4.279015,3.529808020168088e-83,8.899929585396538e-80,0.6025641025641011,0.1021661265563716,11,20828
HU10G01979,18.625832,5.395397,1.98388357155561e-77,3.668200723806323e-74,0.55128205128205,0.052703394166808575,11,18245
HU01G00241,18.29384,5.332741,9.265246611644512e-75,1.6060725923372535e-71,0.5363247863247851,0.039399624765478265,11,7207
HU01G01937,17.135386,6.5413556,8.081523988225557e-66,1.0673384181592182e-62,0.48717948717948606,0.017226675763261083,11,8903
HU03G00177,17.104715,6.6584387,1.3686706756160554e-65,1.725458235827786e-62,0.48504273504273393,0.014668258570697562,11,9946
HU03G01010,16.745695,5.9955945,6.087518375801374e-63,7.340753137080484e-60,0.48076923076922967,0.022172949002217224,11,10779
HU07G01763,16.612886,4.7005715,5.62225109778361e-62,6.497213924876185e-59,0.5149572649572638,0.08238103360054623,11,4103
HU10G00162,15.231335,6.238026,2.190747006249408e-52,2.0951851109768046e-49,0.43376068376068283,0.01449769742452666,11,16428
HU10G02026,12.980995,4.0958705,1.5683021633892608e-38,7.767296518143061e-36,0.403846153846153,0.05338563875149218,11,18292
HU06G01301,12.836832,2.645732,1.0196225988842036e-37,4.875729789664378e-35,0.4957264957264946,0.18198874296435205,11,21737
