names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,cell_type
HU09G01825,5.3608956,4.8005915,8.281043599269734e-08,3.1462293729554254e-05,0.9285714285714286,EN-LIKE
HU08G00372,5.350449,3.1017377,8.773624490421249e-08,3.288330746511261e-05,1.0,EN-LIKE
HU04G00823,5.3428516,3.4019089,9.149562012954798e-08,3.338988189859228e-05,1.0,EN-LIKE
HU04G01716,5.3428516,3.5685093,9.149562012954798e-08,3.338988189859228e-05,1.0,EN-LIKE
HU10G00525,5.31816,6.4736905,1.048217390136704e-07,3.7756245864209724e-05,0.8571428571428571,EN-LIKE
HU06G00617,5.306764,4.3609276,1.1158839241350959e-07,3.9678257225496005e-05,0.9285714285714286,EN-LIKE
HU06G00395,5.278274,6.2097807,1.304063476921457e-07,4.578253231951469e-05,0.8571428571428571,EN-LIKE
HU04G01643,5.275425,4.554099,1.3244875862383552e-07,4.591832900540098e-05,0.9285714285714286,EN-LIKE
HU01G00687,5.2687774,6.0320015,1.373354435888066e-07,4.702467318438952e-05,0.8571428571428571,EN-LIKE
HU03G02842,5.244086,2.7199667,1.5705905387020667e-07,5.312235194012417e-05,1.0,EN-LIKE
HU07G02352,5.23269,4.2711525,1.6706096529698007e-07,5.5824528584478826e-05,0.9285714285714286,EN-LIKE
HU04G00967,5.223193,5.5211678,1.7586383871540486e-07,5.806647103299707e-05,0.8571428571428571,EN-LIKE
HU08G00289,5.2155957,4.1291823,1.832274149967104e-07,5.978602770510309e-05,0.9285714285714286,EN-LIKE
HU10G00677,5.2108474,4.481601,1.879800687034835e-07,6.0623572156873426e-05,0.9285714285714286,EN-LIKE
HU11G01067,5.2079983,5.7743,1.9088862819007664e-07,6.0781184367921686e-05,0.8571428571428571,EN-LIKE
HU01G01167,5.206099,5.8424454,1.928517838246659e-07,6.0781184367921686e-05,0.8571428571428571,EN-LIKE
HU09G01177,5.162414,2.2693164,2.43785236734264e-07,7.494963950664201e-05,1.0,EN-LIKE
HU01G00584,5.160515,5.395216,2.462717302005087e-07,7.494963950664201e-05,0.8571428571428571,EN-LIKE
HU06G01503,5.156716,5.6558905,2.513184234403356e-07,7.494963950664201e-05,0.8571428571428571,EN-LIKE
HU06G02191,5.1529174,1.6264335,2.5646494955304106e-07,7.567080187078291e-05,1.0,EN-LIKE
HU05G00106,5.11683,4.925203,3.10713623462248e-07,9.071202470237313e-05,0.8571428571428571,EN-LIKE
HU01G01786,5.1006856,4.112206,3.3842556559612336e-07,9.777326106050501e-05,0.9285714285714286,EN-LIKE
HU07G01659,5.0940375,4.1916194,3.5051689296763725e-07,0.00010022253635523113,0.9285714285714286,EN-LIKE
HU07G02077,5.0408564,3.6055765,4.6345371158376214e-07,0.00012983725950278428,1.0,EN-LIKE
HU04G00170,5.0408564,2.9433537,4.6345371158376214e-07,0.00012983725950278428,1.0,EN-LIKE
HU04G00789,5.0256615,4.027394,5.017003544279271e-07,0.00013914659330058557,0.9285714285714286,EN-LIKE
HU05G00383,5.0085673,9.924902,5.483669083374932e-07,0.00015058372477960767,0.7857142857142857,EN-LIKE
HU06G02676,4.9990706,4.871098,5.760730267509469e-07,0.00015664103330330896,0.8571428571428571,EN-LIKE
HU03G01134,4.9525366,3.9029262,7.325222835814022e-07,0.00019724762655466203,0.9285714285714286,EN-LIKE
HU10G00606,4.9420905,2.564933,7.728938802287902e-07,0.00020611742084755284,1.0,EN-LIKE
HU10G00494,4.940191,7.4434195,7.804608690834809e-07,0.00020615316384790805,0.7857142857142857,EN-LIKE
HU01G02419,4.934493,4.091432,8.035924364002131e-07,0.00021026071909018785,0.9285714285714286,EN-LIKE
HU10G01968,4.932594,4.689794,8.114486599459514e-07,0.00021033204283739217,0.8571428571428571,EN-LIKE
HU07G02148,4.879412,3.8469234,1.0640257697348706e-06,0.00027074086902382236,0.9285714285714286,EN-LIKE
HU02G01293,4.8670664,6.6433887,1.132670470755703e-06,0.00028558741369463114,0.7857142857142857,EN-LIKE
